"","x"
"1",19.6344827586207
"2",19.6344827586207
"3",19.6344827586207
"4",19.6344827586207
"5",19.6344827586207
"6",19.6344827586207
"7",19.6344827586207
"8",16.0128205128205
"9",16.0128205128205
"10",27.3666666666667
"11",27.3666666666667
"12",27.3666666666667
"13",27.3666666666667
"14",27.3666666666667
"15",9.25897435897436
"16",9.25897435897436
"17",9.25897435897436
"18",9.25897435897436
"19",9.25897435897436
"20",9.25897435897436
"21",9.25897435897436
"22",9.25897435897436
"23",9.25897435897436
"24",9.25897435897436
"25",27.3666666666667
"26",27.3666666666667
"27",38.4783783783784
"28",38.4783783783784
"29",38.4783783783784
"30",38.4783783783784
"31",38.4783783783784
"32",38.4783783783784
"33",9.25897435897436
"34",9.25897435897436
"35",9.25897435897436
"36",9.25897435897436
"37",30.4166666666667
"38",30.4166666666667
"39",30.4166666666667
"40",30.4166666666667
"41",30.4166666666667
"42",30.4166666666667
"43",30.4166666666667
"44",38.4783783783784
"45",38.4783783783784
"46",19.6344827586207
"47",19.6344827586207
"48",27.3666666666667
"49",27.3666666666667
"50",27.3666666666667
"51",27.3666666666667
"52",27.3666666666667
"53",27.3666666666667
"54",30.4166666666667
"55",49.0483870967742
"56",49.0483870967742
"57",49.0483870967742
"58",49.0483870967742
"59",49.0483870967742
"60",49.0483870967742
"61",49.0483870967742
"62",49.0483870967742
"63",49.0483870967742
"64",49.0483870967742
"65",49.0483870967742
"66",49.0483870967742
"67",49.0483870967742
"68",49.0483870967742
"69",16.0128205128205
"70",16.0128205128205
"71",38.4783783783784
"72",38.4783783783784
"73",38.4783783783784
"74",38.4783783783784
"75",38.4783783783784
"76",38.4783783783784
"77",49.0483870967742
"78",19.6344827586207
"79",19.6344827586207
"80",19.6344827586207
"81",19.6344827586207
"82",19.6344827586207
"83",19.6344827586207
"84",16.0128205128205
"85",16.0128205128205
"86",16.0128205128205
"87",16.0128205128205
"88",30.4166666666667
"89",30.4166666666667
"90",30.4166666666667
"91",30.4166666666667
"92",30.4166666666667
"93",38.4783783783784
"94",38.4783783783784
"95",16.0128205128205
"96",49.0483870967742
"97",49.0483870967742
"98",49.0483870967742
"99",49.0483870967742
"100",49.0483870967742
"101",49.0483870967742
"102",49.0483870967742
"103",49.0483870967742
"104",49.0483870967742
"105",49.0483870967742
"106",49.0483870967742
"107",49.0483870967742
"108",49.0483870967742
"109",49.0483870967742
"110",49.0483870967742
"111",49.0483870967742
"112",49.0483870967742
"113",49.0483870967742
"114",49.0483870967742
"115",19.6344827586207
"116",19.6344827586207
"117",19.6344827586207
"118",19.6344827586207
"119",19.6344827586207
"120",19.6344827586207
"121",19.6344827586207
"122",19.6344827586207
"123",19.6344827586207
"124",19.6344827586207
"125",19.6344827586207
"126",19.6344827586207
"127",19.6344827586207
"128",19.6344827586207
"129",19.6344827586207
"130",19.6344827586207
"131",19.6344827586207
"132",19.6344827586207
"133",19.6344827586207
"134",19.6344827586207
"135",19.6344827586207
"136",19.6344827586207
"137",19.6344827586207
"138",19.6344827586207
"139",19.6344827586207
"140",19.6344827586207
"141",16.0128205128205
"142",16.0128205128205
"143",16.0128205128205
"144",16.0128205128205
"145",16.0128205128205
"146",16.0128205128205
"147",16.0128205128205
"148",16.0128205128205
"149",16.0128205128205
"150",16.0128205128205
"151",16.0128205128205
"152",16.0128205128205
"153",16.0128205128205
"154",16.0128205128205
"155",16.0128205128205
"156",16.0128205128205
"157",16.0128205128205
"158",16.0128205128205
"159",16.0128205128205
"160",16.0128205128205
"161",16.0128205128205
"162",16.0128205128205
"163",16.0128205128205
"164",16.0128205128205
"165",16.0128205128205
"166",16.0128205128205
"167",9.25897435897436
"168",9.25897435897436
"169",9.25897435897436
"170",9.25897435897436
"171",9.25897435897436
"172",9.25897435897436
"173",9.25897435897436
"174",9.25897435897436
"175",9.25897435897436
"176",9.25897435897436
"177",9.25897435897436
"178",9.25897435897436
"179",9.25897435897436
"180",9.25897435897436
"181",9.25897435897436
"182",9.25897435897436
"183",9.25897435897436
"184",9.25897435897436
"185",9.25897435897436
"186",9.25897435897436
"187",9.25897435897436
"188",9.25897435897436
"189",9.25897435897436
"190",9.25897435897436
"191",9.25897435897436
"192",9.25897435897436
"193",27.3666666666667
"194",27.3666666666667
"195",27.3666666666667
"196",27.3666666666667
"197",27.3666666666667
"198",27.3666666666667
"199",27.3666666666667
"200",27.3666666666667
"201",27.3666666666667
"202",27.3666666666667
"203",27.3666666666667
"204",27.3666666666667
"205",27.3666666666667
"206",27.3666666666667
"207",27.3666666666667
"208",27.3666666666667
"209",27.3666666666667
"210",27.3666666666667
"211",27.3666666666667
"212",27.3666666666667
"213",27.3666666666667
"214",27.3666666666667
"215",27.3666666666667
"216",27.3666666666667
"217",27.3666666666667
"218",27.3666666666667
"219",38.4783783783784
"220",38.4783783783784
"221",38.4783783783784
"222",38.4783783783784
"223",38.4783783783784
"224",38.4783783783784
"225",38.4783783783784
"226",38.4783783783784
"227",38.4783783783784
"228",38.4783783783784
"229",38.4783783783784
"230",38.4783783783784
"231",38.4783783783784
"232",38.4783783783784
"233",38.4783783783784
"234",38.4783783783784
"235",38.4783783783784
"236",38.4783783783784
"237",38.4783783783784
"238",38.4783783783784
"239",38.4783783783784
"240",38.4783783783784
"241",38.4783783783784
"242",38.4783783783784
"243",38.4783783783784
"244",38.4783783783784
"245",38.4783783783784
"246",38.4783783783784
"247",30.4166666666667
"248",30.4166666666667
"249",30.4166666666667
"250",30.4166666666667
"251",30.4166666666667
"252",30.4166666666667
"253",30.4166666666667
"254",30.4166666666667
"255",30.4166666666667
"256",30.4166666666667
"257",30.4166666666667
"258",30.4166666666667
"259",30.4166666666667
"260",30.4166666666667
"261",30.4166666666667
"262",30.4166666666667
"263",30.4166666666667
"264",30.4166666666667
"265",30.4166666666667
"266",30.4166666666667
"267",30.4166666666667
"268",30.4166666666667
"269",30.4166666666667
"270",19.6344827586207
"271",19.6344827586207
"272",19.6344827586207
"273",19.6344827586207
"274",19.6344827586207
"275",19.6344827586207
"276",19.6344827586207
"277",19.6344827586207
"278",19.6344827586207
"279",19.6344827586207
"280",19.6344827586207
"281",19.6344827586207
"282",19.6344827586207
"283",19.6344827586207
"284",19.6344827586207
"285",19.6344827586207
"286",19.6344827586207
"287",19.6344827586207
"288",19.6344827586207
"289",19.6344827586207
"290",19.6344827586207
"291",19.6344827586207
"292",19.6344827586207
"293",16.0128205128205
"294",16.0128205128205
"295",49.0483870967742
"296",49.0483870967742
"297",49.0483870967742
"298",16.0128205128205
"299",16.0128205128205
"300",16.0128205128205
"301",16.0128205128205
"302",16.0128205128205
"303",16.0128205128205
"304",16.0128205128205
"305",16.0128205128205
"306",16.0128205128205
"307",16.0128205128205
"308",16.0128205128205
"309",16.0128205128205
"310",16.0128205128205
"311",16.0128205128205
"312",16.0128205128205
"313",16.0128205128205
"314",16.0128205128205
"315",16.0128205128205
"316",16.0128205128205
"317",16.0128205128205
"318",16.0128205128205
"319",16.0128205128205
"320",16.0128205128205
"321",9.25897435897436
