"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","UNIQUE_CARRIER","AIRLINE_ID","TAIL_NUM","FL_NUM","ORIGIN_AIRPORT_SEQ_ID","ORIGIN","DEST_AIRPORT_SEQ_ID","DEST","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME","NA_DELAY","DEST_LONGITUDE","DEST_LATITUDE"
2016,1,1,1,5,"WN",19393,"N260WN",3339,1412202,"PIT",1125903,"DAL",600,559,-1,0,0,-1,"0600-0659",29,628,819,3,815,822,7,7,0,0,"0800-0859",0,"",0,195,203,171,1060,5,0,0,0,0,0,559,0,0,0,2016,2016
2016,1,1,2,6,"DL",19790,"N343NW",2200,1412202,"PIT",1348702,"MSP",640,652,12,12,0,0,"0600-0659",9,701,750,3,813,753,-20,0,0,-2,"0800-0859",0,"",0,153,121,109,726,3,0,0,0,0,0,652,0,0,12,2016,2016
2016,1,1,2,6,"DL",19790,"N938DL",2494,1412202,"PIT",1143302,"DTW",629,639,10,10,0,0,"0600-0659",17,656,746,10,745,756,11,11,0,0,"0700-0759",0,"",0,76,77,50,201,1,0,0,0,0,0,639,0,0,10,2016,2016
2016,1,1,2,6,"EV",20366,"N22909",4232,1412202,"PIT",1161802,"EWR",1124,1127,3,3,0,0,"1100-1159",10,1137,1238,12,1259,1250,-9,0,0,-1,"1200-1259",0,"",0,95,83,61,319,2,0,0,0,0,0,1127,0,0,3,2016,2016
2016,1,1,2,6,"EV",20366,"N15912",4453,1412202,"PIT",1161802,"EWR",1254,1308,14,14,0,0,"1200-1259",14,1322,1415,7,1429,1422,-7,0,0,-1,"1400-1459",0,"",0,95,74,53,319,2,0,0,0,0,0,1308,0,0,14,2016,2016
2016,1,1,2,6,"AA",19805,"N469AA",1252,1412202,"PIT",1129804,"DFW",1237,1233,-4,0,0,-1,"1200-1259",11,1244,1422,6,1455,1428,-27,0,0,-2,"1400-1459",0,"",0,198,175,158,1067,5,0,0,0,0,0,1233,0,0,0,2016,2016
2016,1,1,2,6,"AA",19805,"N945UW",616,1412202,"PIT",1295302,"LGA",620,614,-6,0,0,-1,"0600-0659",13,627,722,25,754,747,-7,0,0,-1,"0700-0759",0,"",0,94,93,55,335,2,0,0,0,0,0,614,0,0,0,2016,2016
2016,1,1,2,6,"AA",19805,"N744P",625,1412202,"PIT",1410702,"PHX",659,657,-2,0,0,-1,"0600-0659",8,705,912,46,953,958,5,5,0,0,"0900-0959",0,"",0,294,301,247,1814,8,0,0,0,0,0,657,0,0,0,2016,2016
2016,1,1,2,6,"AA",19805,"N963UW",2024,1412202,"PIT",1410002,"PHL",905,857,-8,0,0,-1,"0900-0959",10,907,951,11,1021,1002,-19,0,0,-2,"1000-1059",0,"",0,76,65,44,268,2,0,0,0,0,0,857,0,0,0,2016,2016
2016,1,1,2,6,"AA",19805,"N747UW",2049,1412202,"PIT",1105703,"CLT",515,510,-5,0,0,-1,"0001-0559",13,523,623,9,648,632,-16,0,0,-2,"0600-0659",0,"",0,93,82,60,366,2,0,0,0,0,0,510,0,0,0,2016,2016
2016,1,1,2,6,"B6",20409,"N192JB",1286,1412202,"PIT",1072102,"BOS",905,903,-2,0,0,-1,"0900-0959",7,910,1020,3,1037,1023,-14,0,0,-1,"1000-1059",0,"",0,92,80,70,496,2,0,0,0,0,0,903,0,0,0,2016,2016
2016,1,1,2,6,"B6",20409,"N534JB",2007,1412202,"PIT",1169704,"FLL",700,704,4,4,0,0,"0700-0759",14,718,928,9,957,937,-20,0,0,-2,"0900-0959",0,"",0,177,153,130,994,4,0,0,0,0,0,704,0,0,4,2016,2016
2016,1,1,2,6,"AA",19805,"N832AW",727,1412202,"PIT",1289203,"LAX",715,717,2,2,0,0,"0700-0759",12,729,906,19,952,925,-27,0,0,-2,"0900-0959",0,"",0,337,308,277,2136,9,0,0,0,0,0,717,0,0,2,2016,2016
2016,1,1,2,6,"AA",19805,"N917UY",1709,1412202,"PIT",1105703,"CLT",659,703,4,4,0,0,"0600-0659",13,716,821,10,840,831,-9,0,0,-1,"0800-0859",0,"",0,101,88,65,366,2,0,0,0,0,0,703,0,0,4,2016,2016
2016,1,1,2,6,"AA",19805,"N820AW",1810,1412202,"PIT",1105703,"CLT",1200,1205,5,5,0,0,"1200-1259",10,1215,1317,10,1335,1327,-8,0,0,-1,"1300-1359",0,"",0,95,82,62,366,2,0,0,0,0,0,1205,0,0,5,2016,2016
2016,1,1,2,6,"AA",19805,"N701UW",1834,1412202,"PIT",1410002,"PHL",720,717,-3,0,0,-1,"0700-0759",17,734,822,4,850,826,-24,0,0,-2,"0800-0859",0,"",0,90,69,48,268,2,0,0,0,0,0,717,0,0,0,2016,2016
2016,1,1,2,6,"DL",19790,"N911DL",692,1412202,"PIT",1039705,"ATL",615,623,8,8,0,0,"0600-0659",10,633,750,5,820,755,-25,0,0,-2,"0800-0859",0,"",0,125,92,77,526,3,0,0,0,0,0,623,0,0,8,2016,2016
2016,1,1,2,6,"DL",19790,"N319US",1522,1412202,"PIT",1039705,"ATL",725,727,2,2,0,0,"0700-0759",15,742,859,5,934,904,-30,0,0,-2,"0900-0959",0,"",0,129,97,77,526,3,0,0,0,0,0,727,0,0,2,2016,2016
2016,1,1,2,6,"DL",19790,"N923AT",1599,1412202,"PIT",1039705,"ATL",1330,1330,0,0,0,0,"1300-1359",11,1341,1455,11,1526,1506,-20,0,0,-2,"1500-1559",0,"",0,116,96,74,526,3,0,0,0,0,0,1330,0,0,0,2016,2016
2016,1,1,2,6,"OO",20304,"N779SK",5764,1412202,"PIT",1393004,"ORD",710,725,15,15,1,1,"0700-0759",18,743,750,7,759,757,-2,0,0,-1,"0700-0759",0,"",0,109,92,67,413,2,0,0,0,0,0,725,0,0,15,2016,2016
2016,1,1,2,6,"OO",20304,"N928EV",6499,1412202,"PIT",1393004,"ORD",1420,1446,26,26,1,1,"1400-1459",13,1459,1507,6,1508,1513,5,5,0,0,"1500-1559",0,"",0,108,87,68,413,2,0,0,0,0,0,1446,0,0,26,2016,2016
2016,1,1,2,6,"UA",19977,"N439UA",590,1412202,"PIT",1393004,"ORD",1028,1029,1,1,0,0,"1000-1059",16,1045,1053,3,1112,1056,-16,0,0,-2,"1100-1159",0,"",0,104,87,68,413,2,0,0,0,0,0,1029,0,0,1,2016,2016
2016,1,1,2,6,"UA",19977,"N440UA",606,1412202,"PIT",1477102,"SFO",625,642,17,17,1,1,"0600-0659",11,653,842,4,918,846,-32,0,0,-2,"0900-0959",0,"",0,353,304,289,2254,10,0,0,0,0,0,642,0,0,17,2016,2016
2016,1,1,2,6,"UA",19977,"N814UA",773,1412202,"PIT",1129202,"DEN",715,742,27,27,1,1,"0700-0759",10,752,845,6,902,851,-11,0,0,-1,"0900-0959",0,"",0,227,189,173,1290,6,0,0,0,0,0,742,0,0,27,2016,2016
2016,1,1,2,6,"WN",19393,"N639SW",5955,1412202,"PIT",1039705,"ATL",700,700,0,0,0,0,"0700-0759",8,708,825,20,910,845,-25,0,0,-2,"0900-0959",0,"",0,130,105,77,526,3,0,0,0,0,0,700,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N340LV",6448,1412202,"PIT",1069302,"BNA",640,641,1,1,0,0,"0600-0659",8,649,655,7,735,702,-33,0,0,-2,"0700-0759",0,"",0,115,81,66,462,2,0,0,0,0,0,641,0,0,1,2016,2016
2016,1,1,2,6,"WN",19393,"7819A",6308,1412202,"PIT",1082103,"BWI",900,900,0,0,0,0,"0900-0959",25,925,1004,4,1005,1008,3,3,0,0,"1000-1059",0,"",0,65,68,39,210,1,0,0,0,0,0,900,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"7819A",6469,1412202,"PIT",1082103,"BWI",1220,1226,6,6,0,0,"1200-1259",9,1235,1316,5,1320,1321,1,1,0,0,"1300-1359",0,"",0,60,55,41,210,1,0,0,0,0,0,1226,0,0,6,2016,2016
2016,1,1,2,6,"WN",19393,"N252WN",6654,1412202,"PIT",1082103,"BWI",605,604,-1,0,0,-1,"0600-0659",7,611,653,5,720,658,-22,0,0,-2,"0700-0759",0,"",0,75,54,42,210,1,0,0,0,0,0,604,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N246LV",6117,1412202,"PIT",1125903,"DAL",710,711,1,1,0,0,"0700-0759",9,720,854,5,925,859,-26,0,0,-2,"0900-0959",0,"",0,195,168,154,1060,5,0,0,0,0,0,711,0,0,1,2016,2016
2016,1,1,2,6,"WN",19393,"N962WN",6574,1412202,"PIT",1129202,"DEN",835,833,-2,0,0,-1,"0800-0859",8,841,940,7,1025,947,-38,0,0,-2,"1000-1059",0,"",0,230,194,179,1290,6,0,0,0,0,0,833,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N8301J",3047,1412202,"PIT",1169704,"FLL",640,658,18,18,1,1,"0600-0659",9,707,913,18,930,931,1,1,0,0,"0900-0959",0,"",0,170,153,126,994,4,0,0,0,0,0,658,0,0,18,2016,2016
2016,1,1,2,6,"WN",19393,"N476WN",6534,1412202,"PIT",1288903,"LAS",1300,1258,-2,0,0,-1,"1300-1359",8,1306,1422,4,1500,1426,-34,0,0,-2,"1500-1559",0,"",0,300,268,256,1910,8,0,0,0,0,0,1258,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N929WN",4935,1412202,"PIT",1320402,"MCO",530,529,-1,0,0,-1,"0001-0559",7,536,731,8,750,739,-11,0,0,-1,"0700-0759",0,"",0,140,130,115,834,4,0,0,0,0,0,529,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N617SW",5878,1412202,"PIT",1320402,"MCO",1125,1123,-2,0,0,-1,"1100-1159",28,1151,1343,6,1350,1349,-1,0,0,-1,"1300-1359",0,"",0,145,146,112,834,4,0,0,0,0,0,1123,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N202WN",3203,1412202,"PIT",1323202,"MDW",1330,1326,-4,0,0,-1,"1300-1359",6,1332,1334,4,1400,1338,-22,0,0,-2,"1400-1459",0,"",0,90,72,62,402,2,0,0,0,0,0,1326,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N7702A",4780,1412202,"PIT",1323202,"MDW",1005,1001,-4,0,0,-1,"1000-1059",9,1010,1016,6,1035,1022,-13,0,0,-1,"1000-1059",0,"",0,90,81,66,402,2,0,0,0,0,0,1001,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N732SW",4887,1412202,"PIT",1323202,"MDW",740,736,-4,0,0,-1,"0700-0759",18,754,759,6,815,805,-10,0,0,-1,"0800-0859",0,"",0,95,89,65,402,2,0,0,0,0,0,736,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N7815L",4890,1412202,"PIT",1323202,"MDW",545,543,-2,0,0,-1,"0001-0559",10,553,600,7,615,607,-8,0,0,-1,"0600-0659",0,"",0,90,84,67,402,2,0,0,0,0,0,543,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N926WN",4893,1412202,"PIT",1323202,"MDW",1510,1505,-5,0,0,-1,"1500-1559",7,1512,1517,17,1540,1534,-6,0,0,-1,"1500-1559",0,"",0,90,89,65,402,2,0,0,0,0,0,1505,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N497WN",4786,1412202,"PIT",1410702,"PHX",540,538,-2,0,0,-1,"0001-0559",10,548,753,5,835,758,-37,0,0,-2,"0800-0859",0,"",0,295,260,245,1814,8,0,0,0,0,0,538,0,0,0,2016,2016
2016,1,1,2,6,"WN",19393,"N647SW",4951,1412202,"PIT",1463502,"RSW",935,1002,27,27,1,1,"0900-0959",10,1012,1235,7,1230,1242,12,12,0,0,"1200-1259",0,"",0,175,160,143,966,4,0,0,0,0,0,1002,0,0,27,2016,2016
2016,1,1,2,6,"WN",19393,"N960WN",5189,1412202,"PIT",1463502,"RSW",1455,1500,5,5,0,0,"1400-1459",9,1509,1724,3,1735,1727,-8,0,0,-1,"1700-1759",0,"",0,160,147,135,966,4,0,0,0,0,0,1500,0,0,5,2016,2016
2016,1,1,2,6,"WN",19393,"N920WN",4779,1412202,"PIT",1530402,"TPA",505,506,1,1,0,0,"0001-0559",25,531,735,5,730,740,10,10,0,0,"0700-0759",0,"",0,145,154,124,873,4,0,0,0,0,0,506,0,0,1,2016,2016
2016,1,1,2,6,"WN",19393,"N919WN",6516,1412202,"PIT",1530402,"TPA",1210,1237,27,27,1,1,"1200-1259",8,1245,1443,4,1430,1447,17,17,1,1,"1400-1459",0,"",0,140,130,118,873,4,16,0,0,0,1,1237,0,0,11,2016,2016
2016,1,1,3,7,"DL",19790,"N314US",2200,1412202,"PIT",1348702,"MSP",640,642,2,2,0,0,"0600-0659",22,704,755,3,814,758,-16,0,0,-2,"0800-0859",0,"",0,154,136,111,726,3,0,0,0,0,0,642,0,0,2,2016,2016
2016,1,1,3,7,"DL",19790,"N985DL",2494,1412202,"PIT",1143302,"DTW",629,630,1,1,0,0,"0600-0659",19,649,740,7,745,747,2,2,0,0,"0700-0759",0,"",0,76,77,51,201,1,0,0,0,0,0,630,0,0,1,2016,2016
2016,1,1,3,7,"DL",19790,"N916DE",692,1412202,"PIT",1039705,"ATL",615,614,-1,0,0,-1,"0600-0659",19,633,755,4,820,759,-21,0,0,-2,"0800-0859",0,"",0,125,105,82,526,3,0,0,0,0,0,614,0,0,0,2016,2016
2016,1,1,3,7,"EV",20366,"N11150",4641,1412202,"PIT",1393004,"ORD",555,549,-6,0,0,-1,"0001-0559",12,601,617,12,646,629,-17,0,0,-2,"0600-0659",0,"",0,111,100,76,413,2,0,0,0,0,0,549,0,0,0,2016,2016
2016,1,1,3,7,"AA",19805,"N763US",1984,1412202,"PIT",1105703,"CLT",515,516,1,1,0,0,"0001-0559",23,539,641,7,648,648,0,0,0,0,"0600-0659",0,"",0,93,92,62,366,2,0,0,0,0,0,516,0,0,1,2016,2016
2016,1,1,3,7,"AA",19805,"N756US",727,1412202,"PIT",1289203,"LAX",605,558,-7,0,0,-1,"0600-0659",10,608,802,6,841,808,-33,0,0,-2,"0800-0859",0,"",0,336,310,294,2136,9,0,0,0,0,0,558,0,0,0,2016,2016
2016,1,1,3,7,"UA",19977,"N430UA",606,1412202,"PIT",1477102,"SFO",600,607,7,7,0,0,"0600-0659",11,618,814,7,853,821,-32,0,0,-2,"0800-0859",0,"",0,353,314,296,2254,10,0,0,0,0,0,607,0,0,7,2016,2016
2016,1,1,3,7,"WN",19393,"N293WN",4627,1412202,"PIT",1039705,"ATL",645,645,0,0,0,0,"0600-0659",9,654,815,6,850,821,-29,0,0,-2,"0800-0859",0,"",0,125,96,81,526,3,0,0,0,0,0,645,0,0,0,2016,2016
2016,1,1,3,7,"WN",19393,"N937WN",4208,1412202,"PIT",1069302,"BNA",625,629,4,4,0,0,"0600-0659",8,637,650,5,715,655,-20,0,0,-2,"0700-0759",0,"",0,110,86,73,462,2,0,0,0,0,0,629,0,0,4,2016,2016
2016,1,1,3,7,"WN",19393,"N403WN",2685,1412202,"PIT",1082103,"BWI",520,519,-1,0,0,-1,"0001-0559",22,541,618,6,630,624,-6,0,0,-1,"0600-0659",0,"",0,70,65,37,210,1,0,0,0,0,0,519,0,0,0,2016,2016
2016,1,1,3,7,"WN",19393,"N797MX",3229,1412202,"PIT",1125903,"DAL",605,605,0,0,0,0,"0600-0659",11,616,744,4,820,748,-32,0,0,-2,"0800-0859",0,"",0,195,163,148,1060,5,0,0,0,0,0,605,0,0,0,2016,2016
2016,1,1,3,7,"WN",19393,"N619SW",4135,1412202,"PIT",1320402,"MCO",550,547,-3,0,0,-1,"0001-0559",8,555,801,8,810,809,-1,0,0,-1,"0800-0859",0,"",0,140,142,126,834,4,0,0,0,0,0,547,0,0,0,2016,2016
2016,1,1,3,7,"WN",19393,"N942WN",3378,1412202,"PIT",1323202,"MDW",535,533,-2,0,0,-1,"0001-0559",12,545,553,5,610,558,-12,0,0,-1,"0600-0659",0,"",0,95,85,68,402,2,0,0,0,0,0,533,0,0,0,2016,2016
2016,1,1,3,7,"WN",19393,"N246LV",4476,1412202,"PIT",1410702,"PHX",655,655,0,0,0,0,"0600-0659",8,703,917,5,955,922,-33,0,0,-2,"0900-0959",0,"",0,300,267,254,1814,8,0,0,0,0,0,655,0,0,0,2016,2016
2016,1,1,3,7,"WN",19393,"N8646B",3308,1412202,"PIT",1530402,"TPA",505,500,-5,0,0,-1,"0001-0559",10,510,715,5,730,720,-10,0,0,-1,"0700-0759",0,"",0,145,140,125,873,4,0,0,0,0,0,500,0,0,0,2016,2016
2016,1,1,4,1,"DL",19790,"N334NW",1522,1412202,"PIT",1039705,"ATL",725,719,-6,0,0,-1,"0700-0759",34,753,907,5,934,912,-22,0,0,-2,"0900-0959",0,"",0,129,113,74,526,3,0,0,0,0,0,719,0,0,0,2016,2016
2016,1,1,4,1,"DL",19790,"N339NB",1599,1412202,"PIT",1039705,"ATL",1330,1332,2,2,0,0,"1300-1359",13,1345,1503,15,1525,1518,-7,0,0,-1,"1500-1559",0,"",0,115,106,78,526,3,0,0,0,0,0,1332,0,0,2,2016,2016
2016,1,1,4,1,"DL",19790,"N995DL",2494,1412202,"PIT",1143302,"DTW",629,629,0,0,0,0,"0600-0659",41,710,746,9,745,755,10,10,0,0,"0700-0759",0,"",0,76,86,36,201,1,0,0,0,0,0,629,0,0,0,2016,2016
2016,1,1,4,1,"DL",19790,"N934DL",2590,1412202,"PIT",1348702,"MSP",1706,1718,12,12,0,0,"1700-1759",19,1737,1832,7,1829,1839,10,10,0,0,"1800-1859",0,"",0,143,141,115,726,3,0,0,0,0,0,1718,0,0,12,2016,2016
2016,1,1,4,1,"DL",19790,"N935AT",2615,1412202,"PIT",1039705,"ATL",1559,1605,6,6,0,0,"1500-1559",9,1614,1723,5,1757,1728,-29,0,0,-2,"1700-1759",0,"",0,118,83,69,526,3,0,0,0,0,0,1605,0,0,6,2016,2016
2016,1,1,4,1,"DL",19790,"N928DL",692,1412202,"PIT",1039705,"ATL",615,611,-4,0,0,-1,"0600-0659",31,642,758,7,820,805,-15,0,0,-1,"0800-0859",0,"",0,125,114,76,526,3,0,0,0,0,0,611,0,0,0,2016,2016
2016,1,1,4,1,"DL",19790,"N928DL",1295,1412202,"PIT",1039705,"ATL",1121,1135,14,14,0,0,"1100-1159",12,1147,1302,7,1312,1309,-3,0,0,-1,"1300-1359",0,"",0,111,94,75,526,3,0,0,0,0,0,1135,0,0,14,2016,2016
2016,1,1,4,1,"DL",19790,"N985DL",1462,1412202,"PIT",1039705,"ATL",1745,1757,12,12,0,0,"1700-1759",10,1807,1916,10,1943,1926,-17,0,0,-2,"1900-1959",0,"",0,118,89,69,526,3,0,0,0,0,0,1757,0,0,12,2016,2016
2016,1,1,4,1,"DL",19790,"N361NB",2200,1412202,"PIT",1348702,"MSP",640,642,2,2,0,0,"0600-0659",30,712,807,6,813,813,0,0,0,0,"0800-0859",0,"",0,153,151,115,726,3,0,0,0,0,0,642,0,0,2,2016,2016
2016,1,1,4,1,"EV",20366,"N16999",6118,1412202,"PIT",1161802,"EWR",1526,1519,-7,0,0,-1,"1500-1559",47,1606,1716,8,1658,1724,26,26,1,1,"1600-1659",0,"",0,92,125,70,319,2,0,0,26,0,0,1519,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N4WMAA",1252,1412202,"PIT",1129804,"DFW",1237,1239,2,2,0,0,"1200-1259",10,1249,1412,8,1455,1420,-35,0,0,-2,"1400-1459",0,"",0,198,161,143,1067,5,0,0,0,0,0,1239,0,0,2,2016,2016
2016,1,1,4,1,"AA",19805,"N4XKAA",1426,1412202,"PIT",1129804,"DFW",1518,1504,-14,0,0,-1,"1500-1559",10,1514,1634,5,1734,1639,-55,0,0,-2,"1700-1759",0,"",0,196,155,140,1067,5,0,0,0,0,0,1504,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N482AA",1347,1412202,"PIT",1129804,"DFW",743,741,-2,0,0,-1,"0700-0759",27,808,934,32,1010,1006,-4,0,0,-1,"1000-1059",0,"",0,207,205,146,1067,5,0,0,0,0,0,741,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N755US",1889,1412202,"PIT",1105703,"CLT",1355,1355,0,0,0,0,"1300-1359",11,1406,1515,11,1527,1526,-1,0,0,-1,"1500-1559",0,"",0,92,91,69,366,2,0,0,0,0,0,1355,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N704US",1932,1412202,"PIT",1105703,"CLT",701,654,-7,0,0,-1,"0700-0759",23,717,820,3,845,823,-22,0,0,-2,"0800-0859",0,"",0,104,89,63,366,2,0,0,0,0,0,654,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N724UW",2000,1412202,"PIT",1105703,"CLT",1020,1014,-6,0,0,-1,"1000-1059",10,1024,1123,9,1157,1132,-25,0,0,-2,"1100-1159",0,"",0,97,78,59,366,2,0,0,0,0,0,1014,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N817AW",625,1412202,"PIT",1410702,"PHX",659,657,-2,0,0,-1,"0600-0659",47,744,950,6,953,956,3,3,0,0,"0900-0959",0,"",0,294,299,246,1814,8,0,0,0,0,0,657,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N753US",653,1412202,"PIT",1410702,"PHX",1705,1730,25,25,1,1,"1700-1759",11,1741,1944,4,1951,1948,-3,0,0,-1,"1900-1959",0,"",0,286,258,243,1814,8,0,0,0,0,0,1730,0,0,25,2016,2016
2016,1,1,4,1,"AA",19805,"N752US",727,1412202,"PIT",1289203,"LAX",605,606,1,1,0,0,"0600-0659",39,645,822,68,841,930,49,49,1,3,"0800-0859",0,"",0,336,384,277,2136,9,1,0,48,0,0,606,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N944UW",1697,1412202,"PIT",1410002,"PHL",720,716,-4,0,0,-1,"0700-0759",78,834,918,7,851,925,34,34,1,2,"0800-0859",0,"",0,91,129,44,268,2,0,0,34,0,0,716,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N737US",2045,1412202,"PIT",1105703,"CLT",1200,1314,74,74,1,4,"1200-1259",12,1326,1421,4,1335,1425,50,50,1,3,"1300-1359",0,"",0,95,71,55,366,2,50,0,0,0,0,1314,0,0,24,2016,2016
2016,1,1,4,1,"AA",19805,"N199UW",2053,1412202,"PIT",1105703,"CLT",850,846,-4,0,0,-1,"0800-0859",30,916,1025,6,1031,1031,0,0,0,0,"1000-1059",0,"",0,101,105,69,366,2,0,0,0,0,0,846,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N762US",2061,1412202,"PIT",1105703,"CLT",515,512,-3,0,0,-1,"0001-0559",33,545,643,5,648,648,0,0,0,0,"0600-0659",0,"",0,93,96,58,366,2,0,0,0,0,0,512,0,0,0,2016,2016
2016,1,1,4,1,"AA",19805,"N807AW",2067,1412202,"PIT",1105703,"CLT",1530,1524,-6,0,0,-1,"1500-1559",10,1534,1631,8,1704,1639,-25,0,0,-2,"1700-1759",0,"",0,94,75,57,366,2,0,0,0,0,0,1524,0,0,0,2016,2016
2016,1,1,4,1,"B6",20409,"N258JB",1286,1412202,"PIT",1072102,"BOS",905,903,-2,0,0,-1,"0900-0959",35,938,1050,5,1037,1055,18,18,1,1,"1000-1059",0,"",0,92,112,72,496,2,0,0,18,0,0,903,0,0,0,2016,2016
2016,1,1,4,1,"B6",20409,"N775JB",2007,1412202,"PIT",1169704,"FLL",700,656,-4,0,0,-1,"0700-0759",34,730,948,8,957,956,-1,0,0,-1,"0900-0959",0,"",0,177,180,138,994,4,0,0,0,0,0,656,0,0,0,2016,2016
2016,1,1,4,1,"OO",20304,"N730SK",5640,1412202,"PIT",1393004,"ORD",1420,1726,186,186,1,12,"1400-1459",17,1743,1753,11,1506,1804,178,178,1,11,"1500-1559",0,"",0,106,98,70,413,2,0,0,0,0,178,1726,0,0,186,2016,2016
2016,1,1,4,1,"UA",19977,"N446UA",606,1412202,"PIT",1477102,"SFO",600,617,17,17,1,1,"0600-0659",22,639,830,6,853,836,-17,0,0,-2,"0800-0859",0,"",0,353,319,291,2254,10,0,0,0,0,0,617,0,0,17,2016,2016
2016,1,1,4,1,"UA",19977,"N824UA",709,1412202,"PIT",1129202,"DEN",1542,1551,9,9,0,0,"1500-1559",9,1600,1653,9,1726,1702,-24,0,0,-2,"1700-1759",0,"",0,224,191,173,1290,6,0,0,0,0,0,1551,0,0,9,2016,2016
2016,1,1,4,1,"UA",19977,"N459UA",773,1412202,"PIT",1129202,"DEN",739,737,-2,0,0,-1,"0700-0759",25,802,853,4,926,857,-29,0,0,-2,"0900-0959",0,"",0,227,200,171,1290,6,0,0,0,0,0,737,0,0,0,2016,2016
2016,1,1,4,1,"UA",19977,"N37456",1492,1412202,"PIT",1226603,"IAH",713,716,3,3,0,0,"0700-0759",24,740,914,12,939,926,-13,0,0,-1,"0900-0959",0,"",0,206,190,154,1117,5,0,0,0,0,0,716,0,0,3,2016,2016
2016,1,1,4,1,"WN",19393,"N900WN",2793,1412202,"PIT",1039705,"ATL",705,702,-3,0,0,-1,"0700-0759",26,728,844,8,915,852,-23,0,0,-2,"0900-0959",0,"",0,130,110,76,526,3,0,0,0,0,0,702,0,0,0,2016,2016
2016,1,1,4,1,"WN",19393,"N230WN",432,1412202,"PIT",1069302,"BNA",545,545,0,0,0,0,"0001-0559",33,618,631,6,635,637,2,2,0,0,"0600-0659",0,"",0,110,112,73,462,2,0,0,0,0,0,545,0,0,0,2016,2016
2016,1,1,4,1,"WN",19393,"N650SW",285,1412202,"PIT",1082103,"BWI",1245,1254,9,9,0,0,"1200-1259",8,1302,1345,4,1355,1349,-6,0,0,-1,"1300-1359",0,"",0,70,55,43,210,1,0,0,0,0,0,1254,0,0,9,2016,2016
2016,1,1,4,1,"WN",19393,"N799SW",2118,1412202,"PIT",1082103,"BWI",530,527,-3,0,0,-1,"0001-0559",28,555,634,9,640,643,3,3,0,0,"0600-0659",0,"",0,70,76,39,210,1,0,0,0,0,0,527,0,0,0,2016,2016
2016,1,1,4,1,"WN",19393,"N962WN",2464,1412202,"PIT",1125903,"DAL",645,645,0,0,0,0,"0600-0659",33,718,845,6,900,851,-9,0,0,-1,"0900-0959",0,"",0,195,186,147,1060,5,0,0,0,0,0,645,0,0,0,2016,2016
2016,1,1,4,1,"WN",19393,"N756SA",1693,1412202,"PIT",1129202,"DEN",830,828,-2,0,0,-1,"0800-0859",24,852,940,6,1020,946,-34,0,0,-2,"1000-1059",0,"",0,230,198,168,1290,6,0,0,0,0,0,828,0,0,0,2016,2016
2016,1,1,4,1,"WN",19393,"N623SW",2101,1412202,"PIT",1169704,"FLL",630,629,-1,0,0,-1,"0600-0659",34,703,928,6,920,934,14,14,0,0,"0900-0959",0,"",0,170,185,145,994,4,0,0,0,0,0,629,0,0,0,2016,2016
2016,1,1,4,1,"WN",19393,"N781WN",870,1412202,"PIT",1288903,"LAS",1645,1655,10,10,0,0,"1600-1659",8,1703,1812,5,1845,1817,-28,0,0,-2,"1800-1859",0,"",0,300,262,249,1910,8,0,0,0,0,0,1655,0,0,10,2016,2016
